Horodatage,Channel,Mot_A429
100000,1,877EE1B0
100361,1,B7E25901
100722,1,90B7D681
101083,1,91F0B21A
101444,1,599407FC
101805,1,EB4731F5
102166,1,EE8E84F6
102527,1,93AFD38E
102888,1,19595096
103249,1,29F7654B
103610,1,FC5713EC
103971,1,7C3A0996
104332,1,E7B48B46
104693,1,6B53ED86
105054,1,20BC6FC8
105415,1,A22E0786
105776,1,003B45C0
106137,1,9F866D34
106498,1,889E7FEB
106859,1,ADA11BBE
107220,1,8A1FE16F
107581,1,D1097DB6
107942,1,25813EAB
108303,1,AA2BB149
108664,1,968588E1
109025,1,85A0F80D
109386,1,7F530D99
109747,1,BE526D51
110108,1,ACEB36FC
110469,1,35E3A809
110830,1,58F489E2
111191,1,F4F76B53
111552,1,9EFA1670
111913,1,F37A451A
112274,1,BB4EEB3D
112635,1,82B5051E
112996,1,B4359854
113357,1,D5BFDBAA
113718,1,B94BF092
114079,1,6EC711A7
114440,1,321AD0F5
114801,1,E89B483C
115162,1,CE263D05
115523,1,58A955ED
115884,1,8048AD33
116245,1,A908425C
116606,1,5094AF32
116967,1,41EA3AF6
117328,1,1C0BFC3A
117689,1,93F7AA17
118050,1,1195DD98
118411,1,6956B32D
118772,1,8A0F0493
119133,1,9842FC59
119494,1,592C9F42
119855,1,A6AD7360
120216,1,8160D5AE
120577,1,977E2F36
120938,1,F3DD72BB
121299,1,EFDF56DC
121660,1,8AA09698
122021,1,0C14284F
122382,1,65E14DF4
122743,1,3942E890
123104,1,AB455B2C
123465,1,52B58052
123826,1,650B19DA
124187,1,B58CE5FC
124548,1,4EB6177B
124909,1,812F9A28
125270,1,80F38645
125631,1,FC5BEB44
125992,1,CBC81CAD
126353,1,53CE446B
126714,1,B885151C
127075,1,E849A8F2
127436,1,B2660F12
127797,1,67BFA0CB
128158,1,DE2927AC
128519,1,31D55A27
128880,1,D7CD3762
129241,1,FC0F7D23
129602,1,62868201
129963,1,90FA0F79
130324,1,2AB60BC3
130685,1,C254D232
131046,1,60A44BA8
131407,1,B65B0C1E
131768,1,3A2FA350
132129,1,C2EF2486
132490,1,B845D289
132851,1,7004C337
133212,1,4911D07D
133573,1,E584DC08
133934,1,F9E92DB4
134295,1,FA203DCE
134656,1,26CFFF9F
135017,1,F9324810
135378,1,01795DDE
135739,1,DE7B5C45
