Horodatage,Channel,Mot_A429
100000,3,2A4310AB
100361,3,7BD35769
100722,3,7F0E229A
101083,3,49EFD2F1
101444,3,A0EB027F
101805,3,7A51A86A
102166,3,FF6D6712
102527,3,411A82B2
102888,3,6073155E
103249,3,C5097C57
103610,3,4698986E
103971,3,E9358876
104332,3,808DD4E2
104693,3,F5807347
105054,3,1974F058
105415,3,0A6BF72F
105776,3,6599331E
106137,3,52817DD6
106498,3,AF6BD3E1
106859,3,FD72740B
107220,3,1272921F
107581,3,4B29973A
107942,3,12958256
108303,3,CA772056
108664,3,217ECCE4
109025,3,22546508
109386,3,E689DAF8
109747,3,628BED52
110108,3,71EEDFC9
110469,3,70BE630E
110830,3,6995E968
111191,3,E309303C
111552,3,1A5733FE
111913,3,776EE987
112274,3,230F7D1B
112635,3,4EF05F05
112996,3,66CECFEA
113357,3,AF003DC2
113718,3,DC096E5C
114079,3,187BFE54
114440,3,5577F9AB
114801,3,81EC6500
115162,3,9197DAFB
115523,3,ABFD4958
115884,3,5040AA20
116245,3,974CF1DC
116606,3,3251FD33
116967,3,DFE83D52
117328,3,3ED3F02C
117689,3,F70A7D60
118050,3,1E8FEC0F
118411,3,9FD3CC6F
118772,3,06F88B39
119133,3,5D40F105
119494,3,1CE6C5D9
119855,3,E18F0373
120216,3,40CAAC69
120577,3,B1627B29
120938,3,D52E73CF
121299,3,F430A0E6
121660,3,96A75A74
122021,3,039BC768
122382,3,3047E92E
122743,3,1B26EE1D
123104,3,5A92414E
123465,3,8D93ADD0
123826,3,E1C2625A
124187,3,80FDFCB7
124548,3,5234F35D
124909,3,FCCEEC53
125270,3,DE3A5E1C
125631,3,C9DE6326
125992,3,B38D5FBF
126353,3,90F4C0A6
126714,3,7AAB50D0
127075,3,CE6198AC
127436,3,F2285724
127797,3,F39458AE
128158,3,7C1A0179
128519,3,0E27795B
128880,3,866A0C3D
129241,3,00871164
129602,3,6D2D99E1
129963,3,3EE177D0
130324,3,364D9E25
130685,3,3E7C0C4B
131046,3,96F1AB97
131407,3,DDA43D96
131768,3,1B4BDBBE
132129,3,CC07D116
132490,3,B490C6FC
132851,3,50372F15
133212,3,39DBFB74
133573,3,DA0EED2D
133934,3,497C55BF
134295,3,E72ADB1C
134656,3,592336B7
135017,3,ABCD9D27
135378,3,0C13EF76
135739,3,B7DCEF05
