Horodatage,Channel,Mot_A429
100000,0,37FFFBDB
100361,0,39D72C3D
100722,0,8E0D8A39
101083,0,0722FF1A
101444,0,58E3A503
101805,0,BCC123AE
102166,0,0160E8CD
102527,0,27E76519
102888,0,B13ED79F
103249,0,83CEFCED
103610,0,689B9427
103971,0,E6AAE038
104332,0,0FE22CAC
104693,0,C8D70C5D
105054,0,CF2122F0
105415,0,EAE4BFF4
105776,0,E9140BBC
106137,0,8F9B91E6
106498,0,6DAE242D
106859,0,81448B45
107220,0,4D62EDDE
107581,0,F47CEC81
107942,0,52530B98
108303,0,93B92864
108664,0,E6DD8604
109025,0,AF50E9C2
109386,0,06D96756
109747,0,A95EB9AF
110108,0,EF4B6340
110469,0,F1262788
110830,0,F6F86422
111191,0,E034D568
111552,0,C8A00E0A
111913,0,8B107345
112274,0,F1C943F0
112635,0,7EBD3C5F
112996,0,8BFC30A5
113357,0,76F2B773
113718,0,33715B8F
114079,0,34DAC9C1
114440,0,CF435B85
114801,0,2366DF2D
115162,0,01439951
115523,0,0BAE7978
115884,0,8F876CC6
116245,0,39B8427F
116606,0,2A7E971D
116967,0,FACDB517
117328,0,2AB98842
117689,0,CADD86A0
118050,0,7ADA36C4
118411,0,7E2253D9
118772,0,BFE579CD
119133,0,D028FAE6
119494,0,11CE79B9
119855,0,6F6BE50A
120216,0,877AC21D
120577,0,C8A1E083
120938,0,366C6174
121299,0,E0903C3C
121660,0,1668316E
122021,0,7DA63F18
122382,0,577335E6
122743,0,0E417C46
123104,0,4E195A7D
123465,0,31225131
123826,0,0DB4215F
124187,0,12BB847A
124548,0,D258B5F8
124909,0,66FB9785
125270,0,4F91A340
125631,0,F2758630
125992,0,37C77C67
126353,0,F2E94F97
126714,0,4BB01477
127075,0,3F14C15F
127436,0,18BB2CA0
127797,0,0AC54F84
128158,0,31453B05
128519,0,94B1921D
128880,0,C0F07FC9
129241,0,5B0B800A
129602,0,7327B9ED
129963,0,A8427165
130324,0,75389A2C
130685,0,04E5FA56
131046,0,DBEDBF65
131407,0,8CA597E2
131768,0,C3474046
132129,0,323C9D30
132490,0,882A8DEF
132851,0,A6FD6963
133212,0,CDD02068
133573,0,5EB89756
133934,0,176DF15B
134295,0,016B67F7
134656,0,B87AA8DF
135017,0,365B7CF3
135378,0,23666893
135739,0,A5E42DCD
