Horodatage,Channel,Mot_A429
100000,0,E65A232D
101000,0,DCABDC2B
102000,0,9A629879
103000,0,4AA22589
104000,0,C964A667
105000,0,975FB781
106000,0,A4918AF1
107000,0,3BF9D590
108000,0,22F71DF0
109000,0,FC7F25FC
110000,0,06D1E376
111000,0,8F01A5E0
112000,0,6EB86FC0
113000,0,F31620E2
114000,0,EDF02AD8
115000,0,92E872B5
116000,0,23BA3218
117000,0,7BDD2A45
118000,0,CE2F9452
119000,0,D1084078
120000,0,36BF7EC0
121000,0,AA3AC953
122000,0,C6949407
123000,0,92D8A7EB
124000,0,22C15DF4
125000,0,46A32011
126000,0,337EA3E3
127000,0,D03AB5B7
128000,0,F16D5849
129000,0,EA0EEF5D
130000,0,E8856712
131000,0,BB812978
132000,0,974A0FE0
133000,0,45AD64B5
134000,0,88E2AD56
135000,0,F393076F
136000,0,AAE92ED9
137000,0,0FDF0D78
138000,0,9EE733C9
139000,0,51AD7C05
140000,0,69D2C466
141000,0,0388DE6D
142000,0,A894E157
143000,0,42C8987F
144000,0,3FE6AC32
145000,0,FEDAB1E4
146000,0,6AC61234
147000,0,EECC0C4A
148000,0,B652E404
149000,0,8B393ABD
150000,0,8A4112FA
151000,0,049A532E
152000,0,01CAF1A9
153000,0,322AB3D3
154000,0,B91B0B13
155000,0,065E9C1E
156000,0,33DC6B03
157000,0,CB52189A
158000,0,12645332
159000,0,DA75D24F
160000,0,42843C9F
161000,0,888C26A2
162000,0,502A9764
163000,0,68DB924A
164000,0,561E84C1
165000,0,BD090058
166000,0,A3258ABF
167000,0,57E97AEF
168000,0,DCC3F3CB
169000,0,C851D37E
170000,0,D564457A
171000,0,03EE971F
172000,0,D67B15E1
173000,0,6DD4819C
174000,0,7A6BA39B
175000,0,9E9D6AAB
176000,0,96F18DBB
177000,0,6DB6EECB
178000,0,F6934427
179000,0,8CE45137
180000,0,F1EACBDF
181000,0,BF7F13AA
182000,0,8987B8D1
183000,0,06845C0C
184000,0,496D22C4
185000,0,6D9FCD54
186000,0,E1D9B0E9
187000,0,64CD7FA2
188000,0,9F2AD5C8
189000,0,35EB0A90
190000,0,8610E383
191000,0,9B4CD7CC
192000,0,912F7664
193000,0,7E805DCB
194000,0,2F1D11EC
195000,0,671BE796
196000,0,3E21225B
197000,0,751CCA4E
198000,0,1B788302
199000,0,5DA7C3EE
200000,0,23C1341D
201000,0,2970AF8E
202000,0,C3A6C8AC
203000,0,FE4F2FE2
204000,0,C80EC6E0
205000,0,59CD5E98
206000,0,C6CD0A70
207000,0,7A5B9144
208000,0,BB5CD9AD
209000,0,2790B8CA
210000,0,0CD2622F
211000,0,6F6B2F4A
212000,0,F51D029C
213000,0,E5F31EB4
214000,0,209850A1
215000,0,EA41C159
216000,0,B5D2DDD9
217000,0,FA0809BC
218000,0,1B8CDEB6
219000,0,33778326
220000,0,352A5394
221000,0,BCB7DEDE
222000,0,F59EC4BB
223000,0,48CEEE37
224000,0,41716A2A
225000,0,4A8E0178
226000,0,DD4D1942
227000,0,EDBAB819
228000,0,CF9F9AEA
229000,0,3A4406EF
230000,0,6AA3F36C
231000,0,1A701BC0
232000,0,AEE258C1
233000,0,45A655E4
234000,0,A0A856A7
235000,0,88F5A369
236000,0,0A89EEE1
237000,0,558883F0
238000,0,17F6DAEF
239000,0,02F68DE3
240000,0,168C7869
241000,0,A117FC70
242000,0,AFE40014
243000,0,8A8E7E06
244000,0,9CABBAFA
245000,0,ED1C5A01
246000,0,958E5995
247000,0,AE1F8FB2
248000,0,4179D953
249000,0,BC856AC7
250000,0,31D4D7D9
251000,0,6B2DEF91
252000,0,A8C1F1DB
253000,0,3CE44233
254000,0,D9EEE04E
255000,0,925D7EFB
256000,0,91BA8A0F
257000,0,A47A3501
258000,0,F6BA1B7D
259000,0,9ECAAAB6
260000,0,24ADD7F2
261000,0,05078ED8
262000,0,5D4CEAE9
263000,0,64CA9D10
264000,0,BBB0A497
265000,0,D9F6CB09
266000,0,50A618F5
267000,0,E14CFA8F
268000,0,B7633BD4
269000,0,3FA4AF36
270000,0,C3A34E0D
271000,0,ACABAF49
272000,0,A9F24498
273000,0,F73F534D
274000,0,5BF906F7
275000,0,32E7AE75
276000,0,B12CC1C4
277000,0,63A52BE6
278000,0,98C99A19
279000,0,EFF1C061
280000,0,55011D4B
281000,0,FDEECA95
282000,0,9765124B
283000,0,906E1E97
284000,0,BDFAD453
285000,0,C8967175
286000,0,794D322A
287000,0,A6FA0CC2
288000,0,3C19509F
289000,0,50C0B1BB
290000,0,F344F93C
291000,0,C97573B7
292000,0,939D94BA
293000,0,1663D06C
294000,0,95841200
295000,0,6A67870E
296000,0,60644367
297000,0,97AE6CB6
298000,0,92DAF5F0
299000,0,81F9AD03
300000,0,9B0ED3DD
301000,0,FB67A00C
302000,0,DCB79C21
303000,0,1589CBD5
304000,0,07512493
305000,0,774D5DE7
306000,0,18240D64
307000,0,7A10C782
308000,0,8FA22E95
309000,0,7E85718A
310000,0,057014F4
311000,0,5C9ABD7D
312000,0,BF6C34A6
313000,0,28FAC32E
314000,0,E512AEEB
315000,0,0013854A
316000,0,E7B46B02
317000,0,1627B67A
318000,0,9C5D99C0
319000,0,0C46363B
320000,0,3627B64A
321000,0,F77C5B62
322000,0,44F5014F
323000,0,D3F6D93F
324000,0,59093913
325000,0,D86D8949
326000,0,827AA0FD
327000,0,55A9996F
328000,0,3605FC82
329000,0,6646F3D4
330000,0,32034B0E
331000,0,742CA1D8
332000,0,85CF2477
333000,0,7E82169B
334000,0,6E5BEC69
335000,0,4A9ACDEC
336000,0,EA220181
337000,0,4B5BB064
338000,0,AF776111
339000,0,5BAF517E
340000,0,8EFD35B9
341000,0,D87AC004
342000,0,949476D4
343000,0,6E163A88
344000,0,F2514763
345000,0,E5A4154E
346000,0,A06CF82C
347000,0,0D31072B
348000,0,609CC31D
349000,0,04A85F56
350000,0,54567465
351000,0,DDBC5152
352000,0,23A232BF
353000,0,281B6C0D
354000,0,E63BACDE
355000,0,ED4C898D
356000,0,FD906D14
357000,0,6444AA8A
358000,0,2B7C1E5B
359000,0,ABB8ECEF
360000,0,742E0E19
361000,0,B98BA22D
362000,0,9894C81E
363000,0,F4527D1E
364000,0,41B58463
365000,0,82DE7E48
366000,0,A5DCD45C
367000,0,DFAD9097
368000,0,867B21C4
369000,0,84CFD4DF
370000,0,097C9114
371000,0,36B5B485
372000,0,16A47898
373000,0,8B2AEE9A
374000,0,873AC93D
375000,0,B890EAC0
376000,0,3FBEF45A
377000,0,ADE3EFD1
378000,0,E6993D6C
379000,0,85791743
380000,0,DD92B5E9
381000,0,E856779E
382000,0,A8730A4F
383000,0,72F9195D
384000,0,D3EDB73E
385000,0,B6334F3A
386000,0,DD8B73D3
387000,0,25E5CB3B
388000,0,072960E1
389000,0,4E5C5A14
390000,0,DC455200
