Horodatage,Channel,Mot_A429
100000,0,CF24C666
105000,0,A955462A
110000,0,1BDC2D22
115000,0,0B934180
120000,0,2E4201A4
125000,0,674F3845
130000,0,7ABE268B
135000,0,0F40F910
140000,0,F3B7CD4B
145000,0,A709CFB5
150000,0,47FD65F3
155000,0,6022DC1E
160000,0,7C308DBE
165000,0,C4BFF0A4
170000,0,4DD40F31
175000,0,65C83171
180000,0,4B0B2AC7
185000,0,F40842DE
190000,0,0D13100D
195000,0,24C36C9E
200000,0,C1992CD0
205000,0,5739DF46
210000,0,74DF0D9B
215000,0,226F9604
220000,0,1EC028E0
225000,0,08849B7D
230000,0,664A3C44
235000,0,26DD4F16
240000,0,D1C03416
245000,0,9CD04EAD
250000,0,CFC89AB4
255000,0,FC42EAC4
260000,0,DD88A7B1
265000,0,9479ED34
270000,0,003CD463
275000,0,B552BFC4
280000,0,D7A24E07
285000,0,2A0072D7
290000,0,8DEEED09
295000,0,1CBF7DE4
300000,0,88452008
305000,0,B5C2022B
310000,0,AB8E3A67
315000,0,7DB030C0
320000,0,72D0E5DA
325000,0,3C48E0B1
330000,0,20E7075A
335000,0,5B24A5D0
340000,0,835B5989
345000,0,F3FAAC77
350000,0,D4CEB375
355000,0,ADCA4A76
360000,0,E5C76D5E
365000,0,53A26BDC
370000,0,A404B1EC
375000,0,8D9B083A
380000,0,02F95ED8
385000,0,D825433B
390000,0,774DA858
395000,0,F77C640F
400000,0,0E2C981D
405000,0,79F8E187
410000,0,C286B680
415000,0,D8FD0716
420000,0,63F5B5D6
425000,0,87BCE52E
430000,0,DA15CA17
435000,0,637119D2
440000,0,C063EA0A
445000,0,E8CD3FBE
450000,0,91932F3A
455000,0,F984C207
460000,0,F60A3433
465000,0,89245DEA
470000,0,5330247C
475000,0,5D21E3A4
480000,0,97AE4B8D
485000,0,96FC88B9
490000,0,81E35F3D
495000,0,007E41FA
500000,0,3329301F
505000,0,E1E2CB16
510000,0,9EE92EDA
515000,0,A61A864A
520000,0,DE434116
525000,0,FB45B0EB
530000,0,D2732DB0
535000,0,7F467354
540000,0,6027BBF0
545000,0,A47A21C1
550000,0,18885308
555000,0,C00A31C8
560000,0,614478D3
565000,0,896629F7
570000,0,A2DE6192
575000,0,AC7B7A57
580000,0,37826DF5
585000,0,9CE130A0
590000,0,B18FB085
595000,0,7C1F6C14
600000,0,99AD78CB
605000,0,BE6C57BB
610000,0,68E1C4F6
615000,0,C67BABF8
620000,0,E0790345
625000,0,F5AD1D93
630000,0,12EF65B5
635000,0,9EE79D88
640000,0,FF6F3967
645000,0,C02A0B06
650000,0,E21E2CC8
655000,0,F816E669
660000,0,5AEDF294
665000,0,70973447
670000,0,787EAE7F
675000,0,AE67AC6E
680000,0,F6F1E02F
685000,0,C47066A1
690000,0,F1602B60
695000,0,2C347D7F
700000,0,6776E005
705000,0,15EF3898
710000,0,B0F4CD3A
715000,0,D6DC63A8
720000,0,9B06CCAD
725000,0,DB517933
730000,0,77B4440E
735000,0,13D950DE
740000,0,8DA47AA7
745000,0,F5177836
750000,0,5BD44823
755000,0,8AAC594D
760000,0,F3C8EBFF
765000,0,D17F890C
770000,0,73D080FD
775000,0,9091F076
780000,0,A5344D3A
785000,0,23CC8E3A
790000,0,5D5D43AE
795000,0,C78F8720
800000,0,AED42B9A
805000,0,67C32041
810000,0,21FD11E0
815000,0,40A41027
820000,0,A9F032DB
825000,0,F70A4A2F
830000,0,B381A629
835000,0,A263509F
840000,0,D1DFF84E
845000,0,D3674C46
850000,0,07967529
855000,0,615B28C9
860000,0,378DAEC8
865000,0,D8D997A5
870000,0,001B36F4
875000,0,48C5922E
880000,0,FE956534
885000,0,BDA93026
890000,0,B70F4710
895000,0,FB770D81
900000,0,3A35855E
905000,0,F201F37B
910000,0,309D5EAE
915000,0,137793B7
920000,0,0ECBDCA7
925000,0,D353C50A
930000,0,2F56958E
935000,0,69C3EDF3
940000,0,49DE3F78
945000,0,33E8B973
950000,0,3137414A
955000,0,508B6163
960000,0,A56BBCFB
965000,0,10338495
970000,0,160B8855
975000,0,C0FFE9AF
980000,0,E58D9139
985000,0,DC153C86
990000,0,FE85CD96
995000,0,D4D40639
1000000,0,5061906F
1005000,0,0FD8556E
1010000,0,DD01B95B
1015000,0,46D619EB
1020000,0,C0C8FE85
1025000,0,2946FD96
1030000,0,189F42F9
1035000,0,8895F9B7
1040000,0,18CCA728
1045000,0,0C8C3BC9
1050000,0,785274C2
1055000,0,397D60F3
1060000,0,3C4DA638
1065000,0,82E17314
1070000,0,3A9554CB
1075000,0,91998A00
1080000,0,C011DF56
1085000,0,05C7BB16
1090000,0,E4B27E8C
1095000,0,192AF615
1100000,0,A5EC659B
1105000,0,C9C7FFA2
1110000,0,A1FAF5E2
1115000,0,305BB613
1120000,0,F5AC933B
1125000,0,90175235
1130000,0,E29E9192
1135000,0,5E55FDC8
1140000,0,EA655833
1145000,0,AA3CAE6D
1150000,0,6CE8007C
1155000,0,7D239C20
1160000,0,2D767D3D
1165000,0,D2F2C661
1170000,0,C4DFA281
1175000,0,BE3E3477
1180000,0,8E9B07F0
1185000,0,551A2A04
1190000,0,A28FC5F8
1195000,0,9DD17314
1200000,0,65B1734B
1205000,0,1F871246
1210000,0,ACAC2AF3
1215000,0,437E464E
1220000,0,5C638828
1225000,0,42847338
1230000,0,BE5ACDA7
1235000,0,65A92BA2
1240000,0,4297825D
1245000,0,9708066E
1250000,0,4F0A8A86
1255000,0,9ED88F62
1260000,0,34EC781F
1265000,0,9C39D838
1270000,0,C82FB3B9
1275000,0,717B59C7
1280000,0,D48B7774
1285000,0,3CB6D190
1290000,0,A793A29B
1295000,0,45AD7B7B
1300000,0,ECFB788A
1305000,0,40230A1F
1310000,0,984D404B
1315000,0,A36C0CE1
1320000,0,38AC431A
1325000,0,0F7B5933
1330000,0,146BCDBC
1335000,0,749ED1E4
1340000,0,706DAEAA
1345000,0,0D0EA8E5
1350000,0,21461687
1355000,0,3CD65A22
1360000,0,548D8FFD
1365000,0,9B8A29B1
1370000,0,47598E4E
1375000,0,A857EAC8
1380000,0,0DC53B80
1385000,0,F414FE63
1390000,0,2AE62D49
1395000,0,AECACC29
1400000,0,ED896339
1405000,0,6076DA60
1410000,0,06EC6A95
1415000,0,0AF8281C
1420000,0,AA5C29B1
1425000,0,40446DE7
1430000,0,7D989BF1
1435000,0,668F5FA0
1440000,0,DFAC14C6
1445000,0,57913ACA
1450000,0,C86A4C3F
1455000,0,6B07752F
1460000,0,2C8DBE18
1465000,0,9AB85CFB
1470000,0,170302CA
1475000,0,2368FFB5
1480000,0,E3CCEAB3
1485000,0,E9AB893B
1490000,0,B33E8F41
1495000,0,DD5ADC3F
1500000,0,69FF071F
1505000,0,7C323699
1510000,0,F321F1E9
1515000,0,A499A444
1520000,0,0E3A8A0A
1525000,0,5BAF72BC
1530000,0,B5B3CD86
1535000,0,18522E2C
1540000,0,8F8F6EBE
1545000,0,F1DD4300
1550000,0,63B9BEF3
1555000,0,C73D8F03
1560000,0,5C6E7E74
1565000,0,4984CB0E
1570000,0,556AC767
1575000,0,AC485D27
1580000,0,1762CF71
1585000,0,44B45E03
1590000,0,0B76EE6F
1595000,0,C2340353
1600000,0,4A21B15F
1605000,0,FF7FA71C
1610000,0,E09D7E32
1615000,0,18C405AA
1620000,0,F2DEF91D
1625000,0,995F1364
1630000,0,6023A9E4
1635000,0,046E30E4
1640000,0,8BB84394
1645000,0,59CD18EA
1650000,0,29FD8224
1655000,0,76CFF493
1660000,0,FC412D81
1665000,0,8F851FFA
1670000,0,A6E3BC8A
1675000,0,C208A5FA
1680000,0,79CC40FA
1685000,0,FF077046
1690000,0,75E0516F
1695000,0,8F0B7E5D
1700000,0,F1D15D88
1705000,0,198FBE8B
1710000,0,FC2F9FE3
1715000,0,56D4696A
1720000,0,676DA691
1725000,0,7D7B3810
1730000,0,0F87F914
1735000,0,195C470F
1740000,0,F559B0E7
1745000,0,A331941D
1750000,0,886CB359
1755000,0,34A301B5
1760000,0,4D703985
1765000,0,B389B539
1770000,0,1F16C3AB
1775000,0,783FDDD7
1780000,0,CDAD42A9
1785000,0,9C41B1B3
1790000,0,64881AFF
1795000,0,7F0977AF
1800000,0,C2B55ED9
1805000,0,8C675497
1810000,0,29B36531
1815000,0,7F47D840
1820000,0,E46293D5
1825000,0,8B8732E8
1830000,0,72910EE8
1835000,0,6860111F
1840000,0,E6795005
1845000,0,CB80412F
1850000,0,9DD98F2D
1855000,0,FEFBBF8A
1860000,0,AB831CBF
1865000,0,4D8A2130
1870000,0,B6CA482F
1875000,0,FFED51C6
1880000,0,4E1F9D37
1885000,0,6EE160AE
1890000,0,F9E06CAA
1895000,0,4B724D45
1900000,0,371A2AFB
1905000,0,3F25CA4A
1910000,0,F5ACFA3D
1915000,0,63A2BBD7
1920000,0,B49F7D47
1925000,0,146877D8
1930000,0,8A1ABFC0
1935000,0,C6A3B3AD
1940000,0,DE2683E1
1945000,0,42E5978D
1950000,0,8A63B6CC
1955000,0,0927B6B8
1960000,0,92CE81C5
1965000,0,024FC078
1970000,0,5F1C27B3
1975000,0,1441D6CE
1980000,0,484BCC10
1985000,0,56C745F1
1990000,0,8CEDB4B8
1995000,0,95FC5FD0
2000000,0,6E9817F1
2005000,0,9AD53ED1
2010000,0,397447D8
2015000,0,D89ECCE8
2020000,0,3E082383
2025000,0,64C02423
